date,sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
20260224,1,4568.T,-2772.953341092237,-4022.8821030471354,-3626.3627669086823,-4626.949969690334
20260224,1,7011.T,-2363.15531346287,-3382.016801710668,-2942.919132568015,-3652.0527486417536
20260224,1,8035.T,-2003.7275979646156,-2745.5033894501626,-2468.678875179408,-3201.667112609118
20260224,10,4568.T,-8026.479946495632,-11781.762372991652,-10867.177260792036,-14810.51317961968
20260224,10,7011.T,-6514.021619702692,-9315.063680991749,-8309.616796397191,-11493.850128213877
20260224,10,8035.T,-5930.432964291338,-9761.90919693266,-8394.372706811047,-12135.744098576664
20260225,1,4568.T,-2984.7330847297417,-4471.0914468829715,-3905.57739920478,-5358.498935410836
20260225,1,7011.T,-2386.105345795737,-3326.7344298339244,-2966.8541516206296,-3791.675552875414
20260225,1,8035.T,-2091.368026892189,-2901.0213507859085,-2655.047480638545,-3314.089579637587
20260225,10,4568.T,-8301.004573694403,-13218.991006674018,-11455.352761719792,-16100.651640136515
20260225,10,7011.T,-6873.135514859295,-10567.983224718948,-9146.674889309155,-12398.047016611205
20260225,10,8035.T,-6002.389311781725,-9548.31500155806,-8220.70968506109,-10918.212160423189
20260226,1,4568.T,-3275.9152100317574,-4524.3954462276415,-4081.256943097769,-5378.060952117467
20260226,1,7011.T,-2603.9102970145714,-3495.155029038306,-3162.0959463298855,-3914.750850024276
20260226,1,8035.T,-2096.6469493974905,-2906.529886071979,-2689.197708073869,-3499.7775444509825
20260226,10,4568.T,-8919.019907318689,-13817.95777206474,-11916.009742940369,-15930.320818063828
20260226,10,7011.T,-7256.447994650396,-11431.96233630414,-9720.69727983276,-12709.845078485036
20260226,10,8035.T,-6475.481877552228,-9320.221106492618,-8544.8440802217,-11933.62930421382
20260227,1,4568.T,-3186.8164896448757,-4827.942213697651,-4115.927332411872,-5669.524781995948
20260227,1,7011.T,-2361.873427938175,-3399.194737714911,-3074.5403307140723,-4058.811976270976
20260227,1,8035.T,-2280.219133154774,-3281.9913670387896,-2930.6282514080144,-3889.9086800291007
20260227,10,4568.T,-9355.337853403762,-12372.158949927109,-10957.91666651114,-13087.47498963545
20260227,10,7011.T,-7023.071794335119,-9987.20467908542,-8793.867083708912,-11352.37204194724
20260227,10,8035.T,-6686.351959565048,-9498.124348036066,-8379.755375665909,-10898.917457809152
20260302,1,4568.T,-3056.997765107409,-4772.858416787749,-4013.571046672264,-5412.92184150036
20260302,1,7011.T,-2295.5545611812818,-3353.5000930985016,-3027.809935770137,-3801.7294544193383
20260302,1,8035.T,-2144.5459131020975,-3029.262181616561,-2730.0815568575795,-3423.985836633065
20260302,10,4568.T,-8172.346104548185,-12212.757412439005,-10521.457434803637,-13662.364921423685
20260302,10,7011.T,-7061.9618928830305,-10209.38860917548,-8778.903707602836,-11377.766558709372
20260302,10,8035.T,-6449.501280470732,-9091.535873121358,-8219.686877189302,-10458.56937726931
20260303,1,4568.T,-3338.070271666693,-4765.425788004082,-4167.419855862667,-5197.6258086163625
20260303,1,7011.T,-2342.92338433483,-3290.5103638048276,-2918.6632518173706,-3655.587802156202
20260303,1,8035.T,-2370.6498131940866,-3318.1047598758328,-2991.1980094161736,-3765.34218277317
20260303,10,4568.T,-8203.696168730228,-12529.92201889333,-11050.365591714435,-15428.210211374808
20260303,10,7011.T,-6530.876814093192,-9500.41281028322,-8511.747903448599,-11726.088782834977
20260303,10,8035.T,-6385.421994646654,-10164.955562928282,-8839.167650442792,-11993.54789903586
20260304,1,4568.T,-3624.2324603829898,-5477.229807968103,-4685.092444476358,-6161.307466673315
20260304,1,7011.T,-2353.0898973025664,-3256.1880210546706,-2985.197212890532,-3993.26475283755
20260304,1,8035.T,-2828.5249944310426,-3860.227715810997,-3454.5448820424754,-4512.595896051952
20260304,10,4568.T,-8733.3194643296,-12675.098755858004,-11405.787382116398,-15724.651947181304
20260304,10,7011.T,-7053.027561893611,-9698.39870024988,-8874.561336385288,-11228.576842937566
20260304,10,8035.T,-6803.057519899398,-9199.299304093123,-8495.370827008395,-11192.52780466277
20260305,1,4568.T,-3847.5458101824593,-5775.061286106189,-5035.728573462629,-6254.930541178963
20260305,1,7011.T,-2163.451762098103,-3441.1888066657516,-2896.1006434351452,-3769.0493562377233
20260305,1,8035.T,-3096.437119317565,-4622.362298609255,-4017.464063538699,-4982.338821504076
20260305,10,4568.T,-7909.945218130304,-12597.99806315638,-10931.89178935037,-14499.627410176696
20260305,10,7011.T,-6283.239298283955,-8990.74752833328,-8004.439118016522,-10827.824602475324
20260305,10,8035.T,-6350.76697482263,-10216.173547374674,-8470.96594011496,-11515.474823201996
20260306,1,4568.T,-3621.4770715949608,-4772.247783666414,-4404.270230780365,-5324.089006942803
20260306,1,7011.T,-2268.8463123574497,-3115.7174446174677,-2810.2758407727374,-3393.422044525015
20260306,1,8035.T,-2778.6563894777073,-3760.536589009376,-3387.974690149548,-4169.829436274109
20260306,10,4568.T,-7387.311180320135,-12164.462229469722,-10727.102396012524,-14683.186079563671
20260306,10,7011.T,-6210.285245293176,-8703.133332673428,-7925.136540656409,-10663.0218176026
20260306,10,8035.T,-6682.901477273095,-9234.016864192758,-8402.934544628459,-11274.743227442044
20260309,1,4568.T,-2976.97452190504,-4550.425872466923,-3846.850028682826,-5164.848152701734
20260309,1,7011.T,-2069.3062621666936,-2828.0237170890664,-2602.218477852241,-3504.1171639720887
20260309,1,8035.T,-2268.159398444482,-3083.917089841048,-2784.8772904636653,-3342.9668163058864
20260309,10,4568.T,-7374.557303424488,-11251.905980674406,-10050.140252055027,-13927.73809589722
20260309,10,7011.T,-5972.6601910329155,-8741.68184528018,-7718.099998311914,-9872.933243904958
20260309,10,8035.T,-6106.668495418955,-9435.086737125754,-7945.590889791922,-10585.54370011466
20260310,1,4568.T,-2708.7158458457875,-4159.202987338114,-3637.7200083677,-4794.360903730738
20260310,1,7011.T,-2128.2479745253545,-3133.811085950134,-2683.2036648669628,-3435.3145419013517
20260310,1,8035.T,-2142.6861656734823,-2798.199702514146,-2563.5994639011274,-3075.1569440477274
20260310,10,4568.T,-6904.112195023354,-10439.95485836384,-9159.706864567035,-12802.688995843298
20260310,10,7011.T,-6005.084846746708,-8381.51813287095,-7429.706535115887,-9227.696427668694
20260310,10,8035.T,-5301.9743432423775,-7347.312824692775,-6672.2691482345235,-8626.74743621534
20260311,1,4568.T,-2742.3314314148915,-4232.467440737147,-3670.152777704903,-4564.985174110234
20260311,1,7011.T,-2273.166361656549,-3356.3425193924804,-2865.587112786419,-3666.805106386395
20260311,1,8035.T,-2062.3519961119073,-2998.495922814181,-2701.1751244198967,-3597.788997888189
20260311,10,4568.T,-7549.525264127717,-11259.802384852526,-9924.178375056394,-12324.73166427208
20260311,10,7011.T,-5934.229257830294,-8274.442018155365,-7367.995298676899,-9548.325580809484
20260311,10,8035.T,-5545.856183218157,-7907.507575202489,-7046.18277662173,-9247.334869654816
20260312,1,4568.T,-2857.6767619915177,-3610.603870479407,-3369.935326949367,-4186.544127075962
20260312,1,7011.T,-2132.6070853650904,-2966.178834839749,-2625.1193274232255,-3715.721317790364
20260312,1,8035.T,-2083.6014845173277,-2823.746363398479,-2590.197701986084,-3287.081311695365
20260312,10,4568.T,-7512.405291828127,-11092.20620053422,-9451.707125305516,-12000.170826571097
20260312,10,7011.T,-6003.919909893245,-8038.878129174455,-7394.912998606506,-9691.535958705288
20260312,10,8035.T,-6076.275089502912,-8628.901761881023,-7680.940173538997,-9434.90123053162
20260313,1,4568.T,-2907.5792511304035,-4146.677233789368,-3635.81009407237,-4696.212371099193
20260313,1,7011.T,-2106.896551945357,-2950.683552939864,-2628.9844818809397,-3264.98951821693
20260313,1,8035.T,-1989.146187035904,-2859.6002287394804,-2612.026224443469,-3539.524898731689
20260313,10,4568.T,-7977.229391735,-11363.638064980663,-10070.84090863951,-12590.74181694915
20260313,10,7011.T,-5854.954669142347,-8802.384125285154,-7658.542370937894,-9856.34419404574
20260313,10,8035.T,-5978.796630909548,-8508.889503840435,-7876.0587681183615,-10548.677477653751
20260316,1,4568.T,-2873.5485748496744,-3919.620045890356,-3436.831373377256,-4369.909942230084
20260316,1,7011.T,-2224.1116553886764,-2907.6963310994956,-2672.3361597249836,-3237.2697503801405
20260316,1,8035.T,-2032.9705206598896,-2865.7351443555553,-2546.136645832996,-3270.676186206507
20260316,10,4568.T,-6505.274866697451,-10230.963680296303,-9054.115203033603,-12485.243795049702
20260316,10,7011.T,-6000.280489135464,-8550.207614319368,-7577.563316112583,-10157.65664074745
20260316,10,8035.T,-5416.667824073103,-8683.157282839338,-7451.447948708195,-10046.35317407762
20260317,1,4568.T,-2743.185570319614,-3808.8037642314534,-3557.3427636100223,-4945.131212723756
20260317,1,7011.T,-2093.050902072649,-3092.0711923485883,-2741.2811916830997,-3565.1376764047804
20260317,1,8035.T,-2191.1152560433948,-3091.343379940441,-2754.722573072467,-3445.3002957052386
20260317,10,4568.T,-6602.666382897404,-10111.77806799501,-9084.931245751402,-12284.506980231276
20260317,10,7011.T,-6096.800510239531,-8181.119368389376,-7582.929139196782,-9910.130449394335
20260317,10,8035.T,-5848.21774010425,-7760.249636179465,-7056.835814283962,-8493.654817890128
20260318,1,4568.T,-2852.930796958018,-4486.729672228757,-3803.643454357277,-4979.800791022992
20260318,1,7011.T,-2351.685825005384,-3593.94122690343,-3159.7071841995967,-4051.9312286062727
20260318,1,8035.T,-2412.053073400419,-3346.5661905478933,-2975.2932298751875,-3576.153553733944
20260318,10,4568.T,-6887.0654134278875,-10940.344908746813,-9359.123802383288,-12945.057548306297
20260318,10,7011.T,-5737.554831096392,-8432.629076961337,-7395.423647242192,-9681.93153500395
20260318,10,8035.T,-5992.343025841705,-8910.356623535044,-7962.708150716171,-10109.310930695898
20260319,1,4568.T,-2861.6601748900143,-4305.919010482262,-3742.7233754394406,-4952.1805209100285
20260319,1,7011.T,-2362.1151272560423,-3317.0066690249237,-2910.717210717566,-3703.234672377958
20260319,1,8035.T,-2275.3251361679304,-3424.529297661848,-2929.7782797174277,-4011.319615961798
20260319,10,4568.T,-7408.288976179347,-11352.6244930147,-9724.841038548171,-12737.051431895605
20260319,10,7011.T,-5824.955922531908,-8800.16167375764,-7604.928078200086,-10354.31719281413
20260319,10,8035.T,-6390.636136101632,-8646.649253411008,-7759.077901637018,-9258.89831761766
20260320,1,4568.T,-3019.211276493734,-4001.681763315008,-3734.235917820255,-4550.658501007136
20260320,1,7011.T,-2113.3444832570535,-3079.9468037898832,-2750.801085941341,-3708.27459120106
20260320,1,8035.T,-2293.1817482804036,-3072.1540177901975,-2811.558933918036,-3435.7267093419114
20260320,10,4568.T,-6783.902935304974,-10960.625430511014,-9152.337567685465,-12690.72809723591
20260320,10,7011.T,-6052.969331730639,-9035.51679840564,-7948.165150016813,-10114.835908689634
20260320,10,8035.T,-6034.493629240593,-9029.88457771764,-7772.702519626593,-10360.75460911842
20260323,1,4568.T,-2689.960601072502,-3898.540110065541,-3497.946934876277,-4618.448059255017
20260323,1,7011.T,-2093.643509603544,-2849.2434622761,-2582.575463134479,-3315.081398810772
20260323,1,8035.T,-2218.61249507239,-2999.965980437582,-2704.7092070502363,-3420.3652888394668
20260323,10,4568.T,-6728.938172743824,-10291.428014016215,-9110.11308294729,-13340.15005951939
20260323,10,7011.T,-5188.005914591277,-8328.23620644342,-6957.451657692789,-10172.0522618924
20260323,10,8035.T,-5872.0015933640525,-8643.120368815182,-7577.826700680635,-9692.297381279242
20260324,1,4568.T,-2746.06545893893,-3845.240226664794,-3519.863295856535,-4484.809368401175
20260324,1,7011.T,-2216.6237209080973,-2979.3077583402505,-2686.4124114510514,-3252.9592164960895
20260324,1,8035.T,-2105.857545697579,-3047.1539668273167,-2688.944815087583,-3275.5000831584152
20260324,10,4568.T,-7185.437474888222,-11456.039983106652,-10010.117125943249,-13037.33171794769
20260324,10,7011.T,-5954.042078374106,-8817.823667245557,-7978.439648049419,-10562.642001073757
20260324,10,8035.T,-6339.808655648604,-9694.53375744841,-8234.840930454722,-10688.720742783313
20260325,1,4568.T,-2753.2668403652883,-3964.6360735364824,-3522.147797956038,-4789.713235941174
20260325,1,7011.T,-2068.362796987782,-3126.560840097301,-2768.9349890985504,-3656.774337793485
20260325,1,8035.T,-2073.8301428590453,-3009.0539761532814,-2671.4374779405716,-3486.410483132364
20260325,10,4568.T,-7154.45215627268,-10058.785732131118,-9211.62165912298,-11766.58702127764
20260325,10,7011.T,-6008.471686075847,-9506.655675434453,-7853.53975014361,-10349.240946402428
20260325,10,8035.T,-5851.7127296035205,-7943.390309500722,-7154.849319929123,-8782.395675723663
20260326,1,4568.T,-2648.825495965083,-4055.321685701522,-3448.094428070386,-4478.390411892169
20260326,1,7011.T,-2090.476496788174,-3223.3616347962243,-2686.53247231735,-3466.460533825011
20260326,1,8035.T,-2029.980209139958,-2820.1393544569523,-2546.2913088035725,-3162.8705984576327
20260326,10,4568.T,-6662.42718992476,-10703.275255100298,-9224.794651272605,-12953.2151947586
20260326,10,7011.T,-5866.257199365669,-8354.231532066507,-7656.877498080691,-10278.7968357001
20260326,10,8035.T,-5922.502636721619,-7885.282651652095,-7349.067614792592,-9673.501478261538
20260327,1,4568.T,-2777.586198499074,-3669.086393036775,-3317.289534406462,-3996.807216749979
20260327,1,7011.T,-1925.7949252214669,-2522.750604110613,-2359.576482762097,-3027.0946589977884
20260327,1,8035.T,-1832.9578238526203,-2547.0139611529858,-2322.6518736374373,-3107.825914710716
20260327,10,4568.T,-7076.441210552147,-10367.319316868174,-9194.7289850976,-12122.69027645255
20260327,10,7011.T,-6101.512024364992,-8616.980897166159,-7729.038680076836,-9838.299065704716
20260327,10,8035.T,-5869.061682848419,-8473.567009887001,-7592.797181759612,-10147.712547103798
20260330,1,4568.T,-2623.330443205394,-3732.737759351131,-3441.5133018907945,-4745.33034442867
20260330,1,7011.T,-2207.1232566049575,-2983.7125038259933,-2658.250265725013,-3489.7851476602564
20260330,1,8035.T,-2063.0518404378713,-2868.456659201298,-2522.786516526864,-3335.960852369756
20260330,10,4568.T,-6520.233222289427,-9867.9572436874,-8514.317806806279,-11458.072287648927
20260330,10,7011.T,-5619.34300067657,-8000.951068305672,-7065.484407685282,-9133.409540344215
20260330,10,8035.T,-5708.035776903537,-7950.675630552193,-7062.453672224449,-8911.449064928089
20260331,1,4568.T,-2643.420771192868,-4045.927790694318,-3417.726649285961,-4525.079757404696
20260331,1,7011.T,-2035.8561084333808,-2757.8320136053635,-2467.697969973545,-3096.149758750501
20260331,1,8035.T,-1950.8195545784583,-2662.8142461741763,-2423.951274406249,-3009.1875289444943
20260331,10,4568.T,-6359.649393449361,-9051.905586716604,-8419.760345060522,-11878.536330887284
20260331,10,7011.T,-5340.976631319551,-7834.053020430427,-6914.975573107637,-9209.632624350928
20260331,10,8035.T,-5307.596899091695,-7459.102069180502,-6620.686226854386,-8867.40586333057
20260401,1,4568.T,-3132.2760842237926,-4501.444663092936,-3965.8346477493906,-5073.601888695447
20260401,1,7011.T,-2253.767499324995,-2975.3459890230893,-2713.894748730219,-3416.216950581027
20260401,1,8035.T,-2376.3103493667795,-3377.6432913995013,-2996.8513063512596,-4036.7756219163034
20260401,10,4568.T,-7446.680613074779,-10445.891657941078,-9285.994402499078,-11584.5882369598
20260401,10,7011.T,-5787.488648568113,-8490.413428210188,-7356.799714661562,-9658.97164262222
20260401,10,8035.T,-6523.990743808657,-9454.8431809983,-8279.979593655831,-10625.867628754757
20260402,1,4568.T,-2959.8636301868537,-4507.341995386537,-3905.121512813615,-5042.547452682324
20260402,1,7011.T,-2071.039429078671,-2881.6545583463812,-2606.3120860217346,-3267.08374535841
20260402,1,8035.T,-2213.257430786657,-3282.044269258278,-2938.044639371013,-3847.6243556944537
20260402,10,4568.T,-8174.745389230128,-11450.582404480983,-10041.638583636068,-12966.892049907055
20260402,10,7011.T,-6254.0246490661,-8962.497450387737,-7704.41915299001,-9883.732673192077
20260402,10,8035.T,-6533.066552884665,-8747.04482187649,-7923.352210203887,-10190.43149992813
20260403,1,4568.T,-3115.05306425094,-4204.344526722393,-3781.0526605599985,-4722.325034814026
20260403,1,7011.T,-2125.781088722094,-3196.1397908002045,-2705.029104509725,-3571.6984639156713
20260403,1,8035.T,-2325.2862983725154,-3112.023416330527,-2859.9778557361283,-3795.135935220591
20260403,10,4568.T,-7784.290700338952,-11919.436812507463,-9976.440354353725,-13189.679216443285
20260403,10,7011.T,-5844.9327006238445,-8351.454953333168,-7680.086722142278,-10104.589139855305
20260403,10,8035.T,-6955.315496094927,-9801.780263596796,-8610.210634723464,-10917.725970468013
20260406,1,4568.T,-3147.7519134507825,-4242.702079521896,-3835.9971167269377,-4736.539624345825
20260406,1,7011.T,-2194.1897983147,-2884.6455783909273,-2639.798946313095,-3250.7371020045734
20260406,1,8035.T,-2337.5053117784205,-3475.198930587412,-3007.6333235977463,-3805.028253837795
20260406,10,4568.T,-7201.838432737795,-10207.77949542361,-9383.601635295949,-12779.923103974375
20260406,10,7011.T,-5802.888203476302,-7718.018707845055,-7084.455103183268,-8546.61917578345
20260406,10,8035.T,-6339.822741406361,-9290.200777460012,-8119.173194133354,-10285.212167068295
20260407,1,4568.T,-2869.5264395818995,-4405.946532211635,-3934.540215576257,-5391.140144240274
20260407,1,7011.T,-2140.3720531640183,-3181.8274778378004,-2731.348698046165,-3518.07318048935
20260407,1,8035.T,-2381.8854583946495,-3415.238642985874,-2955.587661629614,-3593.8687133131616
20260407,10,4568.T,-7397.972788551117,-10995.034518055068,-9788.5224214381,-12783.85835723818
20260407,10,7011.T,-5749.754971095765,-8306.203647729926,-7508.91622932804,-9322.524894750351
20260407,10,8035.T,-5897.594055268938,-10035.590616556216,-8213.351065898445,-10945.923414290764
20260408,1,4568.T,-3104.711447848553,-4350.505309489524,-3913.645290381413,-5085.701658424761
20260408,1,7011.T,-2345.088608331251,-3152.382690372513,-2936.3012065264356,-3911.756459650568
20260408,1,8035.T,-2187.8701089659385,-3121.8443568189737,-2701.245929321023,-3324.474484758354
20260408,10,4568.T,-8395.621281723998,-12010.66956526291,-10568.357385066302,-13641.431683665249
20260408,10,7011.T,-6669.8341316535725,-9118.887803579784,-8357.888701086564,-10431.246471697075
20260408,10,8035.T,-6591.561275498869,-9179.339348557289,-8451.890672829446,-11110.467036362916
20260409,1,4568.T,-2867.9933325015945,-4135.396336447201,-3772.209416700101,-4971.626746131366
20260409,1,7011.T,-2259.992173973319,-3126.9007399451416,-2808.2246721797605,-3628.459556422319
20260409,1,8035.T,-2023.414329856494,-3037.1397437974656,-2615.6129589968946,-3462.6490848584754
20260409,10,4568.T,-7478.40851335755,-11803.465845239503,-10003.6056167274,-13218.283861736749
20260409,10,7011.T,-6399.583549171406,-9490.50950524254,-8263.41490183421,-11037.98184577084
20260409,10,8035.T,-5911.956972111439,-8221.633763801301,-7231.272856004624,-8982.863461165041
20260410,1,4568.T,-2942.4899309596053,-4082.013880451043,-3718.980693522635,-4898.568721728438
20260410,1,7011.T,-2336.9043586913044,-3222.8579024808105,-2920.3535591238824,-3772.283398637486
20260410,1,8035.T,-2032.3881841901575,-2998.426833913574,-2599.6183308062655,-3481.5501789619257
20260410,10,4568.T,-7750.38720360197,-11857.539315625392,-10399.761970135904,-14053.492669962678
20260410,10,7011.T,-6804.114024708068,-9702.784765322163,-8676.63693070991,-11638.10866387477
20260410,10,8035.T,-5578.238092991078,-8503.83312334894,-7548.37878040031,-9942.841362505938
